pedido_id,data_venda,produto,categoria,quantidade,preco_unitario,regiao,canal,vendedor
PED-00754,2025-06-11,Notebook Pro 14,Informatica,1,4373.51,Sudeste,Televendas,Carla Nunes
PED-00007,2025-11-18,Caixa de Som Bluetooth,Audio,1,402.41,Norte,Televendas,Diego Matos
PED-00621,2025-03-05,Notebook Pro 14,Informatica,2,4699.36,Sudeste,,Gisele Amaral
PED-00913,2025-08-30,Suporte Monitor,Mobiliario,1,273.63,Norte,E-commerce,Diego Matos
PED-00818,2025-12-28,Suporte Monitor,Mobiliario,2,289.26,Nordeste,Marketplace,Fabio Lemos
PED-00656,2025-06-29,Dock Station USB-C,Perifericos,1,893.32,norte,E-commerce,Gisele Amaral
PED-00089,2025-12-13,Cadeira Ergonomica,Mobiliario,1,1359.46,Centro-Oeste,Marketplace,Diego Matos
PED-00573,2025-08-29,Notebook Pro 14,Informatica,2,"4309,97",Centro-Oeste,Loja Fisica,Bruno Salles
PED-00800,2025-09-22,Mouse Ergonomico,Perifericos,2,215.14,Sul,Marketplace,Heitor Braga
PED-00109,2025-03-19,Notebook Pro 14,Informatica,2,4827.85,SUL,Televendas,Bruno Salles
PED-00219,2025-11-16,Monitor 27 4K,Informatica,1,1769.54,Sul,Marketplace,Ana Prado
PED-00238,2025-08-23,Mesa Regulavel,Mobiliario,1,2008.26,Sudeste,Televendas,Diego Matos
PED-01087,2025-09-09,Caixa de Som Bluetooth,Audio,1,417.90,Sul,Marketplace,Ana Prado
PED-00439,2025-12-08,SSD 1TB NVMe,Armazenamento,2,472.69,Sul,E-commerce,Ana Prado
PED-00405,2025-02-14,SSD 1TB NVMe,Armazenamento,1,561.32,Centro-Oeste,E-commerce,Diego Matos
PED-00662,2025-06-07,Headset Studio,Perifericos,2,567.10,Norte,Televendas,Gisele Amaral
PED-01057,2025-05-07,Headset Studio,Perifericos,2,566.04,Nordeste,Loja Fisica,Fabio Lemos
PED-00331,2025-10-03,Monitor 27 4K,Informatica,1,"1587,33",Centro-Oeste,Loja Fisica,Diego Matos
PED-00585,2025-09-05,HD Externo 4TB,Armazenamento,5,711.42,NORTE,Loja Fisica,Carla Nunes
PED-00111,2025-10-29,SSD 1TB NVMe,Armazenamento,4,499.30,Centro-Oeste,Televendas,Ana Prado
PED-01077,2025-05-29,Monitor 27 4K,Informatica,1,1573.75,Nordeste,Loja Fisica,Heitor Braga
PED-01021,2025-02-04,Notebook Pro 14,Informatica,1,4208.19,Centro-Oeste,E-commerce,Carla Nunes
PED-00831,2025-07-10,Webcam Full HD,Perifericos,1,337.36,Centro-Oeste,Televendas,Diego Matos
PED-00914,20/11/2025,Suporte Monitor,Mobiliario,2,"237,95",Sudeste,Televendas,Bruno Salles
PED-00099,2025-10-12,Notebook Pro 14,Informatica,1,4553.99,Sul,Marketplace,Heitor Braga
PED-00226,2025-06-28,  Caixa de Som Bluetooth  ,Audio,1,393.95,Sudeste,Marketplace,Ana Prado
PED-00065,2025-05-27,Webcam Full HD,Perifericos,2,279.68,Sul,Marketplace,Fabio Lemos
PED-00957,2025-05-28,Notebook Pro 14,Informatica,1,5034.69,Sudeste,E-commerce,Carla Nunes
PED-00346,2025-12-29,Monitor 27 4K,Informatica,4,1604.35,Sul,E-commerce,Diego Matos
PED-00015,2025-07-24,Suporte Monitor,Mobiliario, 2 ,287.25,Nordeste,Loja Fisica,Carla Nunes
PED-00029,2025-10-20,Mesa Regulavel,Mobiliario,1,2193.47,Norte,Marketplace,Diego Matos
PED-00432,2025-08-04,Monitor 27 4K,Informatica,1,"1821,85",Nordeste,Loja Fisica,
PED-01073,2025-10-18,Monitor 27 4K,Informatica,1,1653.22,Sudeste,E-commerce,Gisele Amaral
PED-00641,2025-04-25,HD Externo 4TB,Armazenamento,1,730.13,Norte,Marketplace,Fabio Lemos
PED-00205,2025-01-29,Mesa Regulavel,Mobiliario,1,2072.30,Nordeste,E-commerce,Elisa Rocha
PED-00245,2025-06-30,Suporte Monitor,Mobiliario,1,262.10,Norte,Marketplace,Elisa Rocha
PED-01074,2025-12-11,Dock Station USB-C,Perifericos,4,837.26,Centro-Oeste,E-commerce,Diego Matos
PED-00632,2025-02-08,Suporte Monitor,Mobiliario,4,241.42,Sudeste,E-commerce,Gisele Amaral
PED-00657,2025-02-12,Monitor 27 4K,Informatica,1,1795.68,NORDESTE,Marketplace,Elisa Rocha
PED-00941,2025-03-18,Cadeira Ergonomica,Mobiliario,1,1542.89,Norte,E-commerce,Gisele Amaral
PED-00930,2025-01-15,Caixa de Som Bluetooth,Audio,2,369.39,Centro-Oeste,E-commerce,Bruno Salles
PED-00005,2025-06-22,  Mouse Ergonomico  ,Perifericos,1,260.26,Sudeste,E-commerce,
PED-01108,2025-05-10,Notebook Pro 14,Informatica,1,4860.96,NORDESTE,Televendas,Bruno Salles
PED-00455,2025-07-31,Caixa de Som Bluetooth,Audio,1,427.00,Nordeste,Marketplace,Bruno Salles
PED-00316,2025-06-07,Cadeira Ergonomica,Mobiliario,1,1404.29,SUDESTE,Marketplace,Elisa Rocha
PED-00400,2025-08-16,Mesa Regulavel,Mobiliario,1,2271.75,Centro-Oeste,Loja Fisica,Bruno Salles
PED-00106,2025-05-30,Mouse Ergonomico,Perifericos,1,215.14,Sul,Marketplace,Bruno Salles
PED-00536,2025-12-10,Mesa Regulavel,Mobiliario,2,"2305,98",Nordeste,Televendas,Carla Nunes
PED-00049,2025-01-02,Mesa Regulavel,Mobiliario,1,2073.22,Nordeste,Loja Fisica,Elisa Rocha
PED-00840,2025-02-22,Notebook Pro 14,Informatica,5,4703.81,Sul,Televendas,Fabio Lemos
PED-00556,2025-09-24,Mouse Ergonomico,Perifericos,1,217.46,Nordeste,Loja Fisica,Gisele Amaral
PED-01042,2025-07-25,Mesa Regulavel,Mobiliario,2,2038.14,nordeste,Marketplace,Carla Nunes
PED-00036,2025-08-21,Notebook Pro 14,Informatica,10,4415.87,Nordeste,Marketplace,Heitor Braga
PED-01103,2025-09-20,Webcam Full HD,Perifericos,2,285.77,Nordeste,Marketplace,
PED-01001,2025-03-08,Suporte Monitor,Mobiliario,1,244.14,Sudeste,Marketplace,Bruno Salles
PED-00367,2025-11-02,Notebook Pro 14,Informatica,1,4698.53,Norte,Televendas,Gisele Amaral
PED-00452,2025-10-05,Notebook Pro 14,Informatica,5,4179.88,Nordeste,E-commerce,Fabio Lemos
PED-00732,2025-10-02,Notebook Pro 14,Informatica,1,4307.03,Sudeste,Loja Fisica,Heitor Braga
PED-00844,31/10/2025,Webcam Full HD,Perifericos,1,326.02,Centro-Oeste,Televendas,Elisa Rocha
PED-01148,2025-01-19,Dock Station USB-C,Perifericos,1,810.17,Norte,Televendas,Gisele Amaral
PED-00080,2025-07-19,Teclado Mecanico,Perifericos,1,369.29,Nordeste,Marketplace,Carla Nunes
PED-00173,2025-12-04,Cadeira Ergonomica,Mobiliario,1,1499.90,Norte,Televendas,Heitor Braga
PED-00636,2025-04-02,Dock Station USB-C,Perifericos,2,835.93,Norte,Loja Fisica,Heitor Braga
PED-00720,2025-10-01,Teclado Mecanico,Perifericos,1,"343,28",Sudeste,Loja Fisica,Bruno Salles
PED-00128,03/05/2025,Notebook Pro 14,Informatica,10,4751.98,Sul,Televendas,Ana Prado
PED-00833,2025-09-14,HD Externo 4TB,Armazenamento,1,661.63,Sul,Loja Fisica,Fabio Lemos
PED-01144,2025-10-22,Mesa Regulavel,Mobiliario,5,2015.64,Sudeste,Televendas,Gisele Amaral
PED-00103,2025-12-20,Headset Studio,Perifericos,1,573.35,Sul,Loja Fisica,Diego Matos
PED-00019,2025-05-15,Mouse Ergonomico,Perifericos,1,235.09,Norte,Loja Fisica,Bruno Salles
PED-00175,2025-02-11,SSD 1TB NVMe,Armazenamento,2,515.35,NORDESTE,Loja Fisica,Bruno Salles
PED-00166,2025-08-21,Mouse Ergonomico,Perifericos,1,218.52,Sudeste,Loja Fisica,Ana Prado
PED-00286,2025-01-10,Cadeira Ergonomica,Mobiliario,5,1299.25,Centro-Oeste,Televendas,Gisele Amaral
PED-00483,2025-10-28,Headset Studio,Perifericos,2,588.47,Sudeste,Televendas,Elisa Rocha
PED-00144,2025-04-03,Teclado Mecanico,Perifericos,2,"375,55",Sul,Loja Fisica,Bruno Salles
PED-00449,2025-06-09,Notebook Pro 14,Informatica,4,5003.48,Nordeste,E-commerce,Heitor Braga
PED-00249,2025-08-16,Mesa Regulavel,Mobiliario,1,2116.40,Sudeste,Loja Fisica,Fabio Lemos
PED-00562,2025-03-31,Mouse Ergonomico,Perifericos, 1 ,214.92,Sudeste,Televendas,Fabio Lemos
PED-00834,2025-06-08,Caixa de Som Bluetooth,Audio,1,"429,38",nordeste,Loja Fisica,Bruno Salles
PED-00070,2025-02-24,Teclado Mecanico,Perifericos,1,385.04,Centro-Oeste,Loja Fisica,Carla Nunes
PED-00891,2025-12-17,Notebook Pro 14,Informatica,1,4670.21,Centro-Oeste,Televendas,Diego Matos
PED-00497,2025-10-04,Webcam Full HD,Perifericos,2,327.16,Nordeste,Televendas,Elisa Rocha
PED-00969,2025-10-01,Headset Studio,Perifericos,1,626.01,Nordeste,E-commerce,Ana Prado
PED-00683,2025-01-04,Mesa Regulavel,Mobiliario,5,2172.14,Norte,E-commerce,Heitor Braga
PED-00140,2025-06-12,Microfone Condensador,Audio,2,716.59,Centro-Oeste,E-commerce,Bruno Salles
PED-01070,2025-07-21,Teclado Mecanico,Perifericos,1,360.08,Centro-Oeste,Loja Fisica,Ana Prado
PED-00813,2025-04-02,Caixa de Som Bluetooth,Audio,1,365.27,Sul,Televendas,Carla Nunes
PED-01091,2025-03-28,Notebook Pro 14,Informatica,1,4434.37,Norte,Televendas,Diego Matos
PED-00039,2025-12-12,Microfone Condensador,Audio,1,725.79,sul,Marketplace,Bruno Salles
PED-00407,2025-04-16,Cadeira Ergonomica,Mobiliario,1,1328.07,Sudeste,Televendas,Elisa Rocha
PED-01023,2025-08-27,Mesa Regulavel,Mobiliario,3,2298.05,Sul,Televendas,Heitor Braga
PED-00949,2025-11-10,Webcam Full HD,Perifericos,3,325.58,Norte,Loja Fisica,Bruno Salles
PED-00352,2025-12-01,Mouse Ergonomico,Perifericos,2,254.79,Sudeste,E-commerce,Gisele Amaral
PED-00724,2025-05-09,Notebook Pro 14,Informatica,2,4334.11,Centro-Oeste,E-commerce,Bruno Salles
PED-00769,2025-12-17,Notebook Pro 14,Informatica,5,4384.85,Nordeste,Loja Fisica,Bruno Salles
PED-00075,2025-05-01,Mouse Ergonomico,Perifericos,1,248.08,Nordeste,Televendas,Fabio Lemos
PED-00701,2025-06-25,Microfone Condensador,Audio,4,648.50,Sul,Televendas,Fabio Lemos
PED-00644,2025-03-02,Monitor 27 4K,Informatica,1,1737.02,Sul,Marketplace,Fabio Lemos
PED-00046,2025-03-10,Caixa de Som Bluetooth,Audio,2,434.83,Nordeste,E-commerce,Bruno Salles
PED-00519,2025-12-30,HD Externo 4TB,Armazenamento,3,603.32,Norte,Marketplace,Carla Nunes
PED-00884,2025-09-01,Monitor 27 4K,Informatica,1,1691.99,Norte,Loja Fisica,Gisele Amaral
PED-01098,2025-07-24,Notebook Pro 14,Informatica,1,4330.59,Sudeste,E-commerce,Diego Matos
PED-00169,2025-03-16,Dock Station USB-C,Perifericos,4,757.00,Sul,Televendas,Carla Nunes
PED-00992,2025-07-02,Headset Studio,Perifericos,1,618.42,sudeste,Televendas,Elisa Rocha
PED-00420,2025-01-27,Headset Studio,Perifericos,2,586.89,Centro-Oeste,Televendas,Diego Matos
PED-00738,2025-04-05,Notebook Pro 14,Informatica,3,4651.33,Sudeste,Televendas,Diego Matos
PED-00517,2025-06-14,Mouse Ergonomico,Perifericos,10,234.56,Nordeste,Marketplace,Bruno Salles
PED-00108,2025-02-28,Notebook Pro 14,Informatica,1,4999.27,Sudeste,Marketplace,Heitor Braga
PED-00079,2025-07-19,Notebook Pro 14,Informatica,5,4448.54,Centro-Oeste,Loja Fisica,Heitor Braga
PED-00687,2025-03-03,Microfone Condensador,Audio,2,662.84,Norte,Marketplace,Fabio Lemos
PED-01136,2025-09-17,Monitor 27 4K,Informatica,3,1775.02,Centro-Oeste,E-commerce,Carla Nunes
PED-00706,2025-02-12,Dock Station USB-C,Perifericos,1,892.67,Sudeste,Televendas,Carla Nunes
PED-00422,2025-08-16,Monitor 27 4K,Informatica,2,1707.46,SUDESTE,E-commerce,Fabio Lemos
PED-00506,2025-01-18,SSD 1TB NVMe,Armazenamento,1,510.00,Norte,Loja Fisica,Bruno Salles
PED-00223,2025-05-09,Microfone Condensador,Audio,1,727.23,Sudeste,Marketplace,Fabio Lemos
PED-01135,2025-03-27,Microfone Condensador,Audio,2,712.64,sudeste,Loja Fisica,Fabio Lemos
PED-00693,2025-03-16,HD Externo 4TB,Armazenamento,1,647.40,Sul,Marketplace,Ana Prado
PED-00866,13/02/2025,Mesa Regulavel,Mobiliario,1,2400.02,Sul,Marketplace,Heitor Braga
PED-00281,2025-11-12,Caixa de Som Bluetooth,Audio,2,369.77,Nordeste,Televendas,Heitor Braga
PED-00162,2025-07-09,Caixa de Som Bluetooth,Audio,2,388.72,Norte,Marketplace,Carla Nunes
PED-00979,2025-10-15,Headset Studio,Perifericos,1,562.53,Sudeste,Loja Fisica,Heitor Braga
PED-01017,2025-07-26,Headset Studio,Perifericos,1,610.26,Sudeste,Loja Fisica,Gisele Amaral
PED-00403,2025-07-07,Mouse Ergonomico,Perifericos,3,253.56,Norte,E-commerce,Heitor Braga
PED-00098,22/05/2025,Headset Studio,Perifericos,1,580.57,Norte,E-commerce,Diego Matos
PED-01022,05/06/2025,Webcam Full HD,Perifericos,2,301.16,Norte,E-commerce,Bruno Salles
PED-00188,2025-08-03,Notebook Pro 14,Informatica,3,4366.90,Centro-Oeste,Televendas,Carla Nunes
PED-00394,2025-06-30,Cadeira Ergonomica,Mobiliario,1,1300.54,Centro-Oeste,Loja Fisica,Elisa Rocha
PED-00469,2025-04-06,Mesa Regulavel,Mobiliario,1,2108.61,Nordeste,Televendas,Heitor Braga
PED-00668,2025-12-03,Mesa Regulavel,Mobiliario,1,1951.41,Norte,Televendas,Diego Matos
PED-00841,2025-05-26,Mouse Ergonomico,Perifericos,1,247.62,Norte,Loja Fisica,Carla Nunes
PED-01138,2025-08-31,Dock Station USB-C,Perifericos,3,800.17,Nordeste,Televendas,Carla Nunes
PED-00426,2025-04-20,Cadeira Ergonomica,Mobiliario,2,1397.65,Sul,Marketplace,Heitor Braga
PED-00180,2025-02-19,Notebook Pro 14,Informatica,3,4247.68,Nordeste,Loja Fisica,Ana Prado
PED-00628,2025-01-03,Dock Station USB-C,Perifericos,1,832.74,Nordeste,Loja Fisica,Diego Matos
PED-00681,2025-05-16,Suporte Monitor,Mobiliario,1,278.19,Sul,Loja Fisica,Diego Matos
PED-00305,2025-07-25,Microfone Condensador,Audio,1,685.77,Sudeste,Loja Fisica,Carla Nunes
PED-00356,2025-10-06,Caixa de Som Bluetooth,Audio,1,433.71,Norte,E-commerce,
PED-00980,2025-05-28,Suporte Monitor,Mobiliario,10,282.00,Sul,Marketplace,Gisele Amaral
PED-00295,2025-05-05,Notebook Pro 14,Informatica,2,4730.42,SUDESTE,Loja Fisica,Diego Matos
PED-00094,2025-11-12,Suporte Monitor,Mobiliario,2,"273,45",NORTE,Marketplace,Heitor Braga
PED-00041,2025-05-14,Mesa Regulavel,Mobiliario,2,2185.93,Sul,,Diego Matos
PED-00590,2025-12-30,Mesa Regulavel,Mobiliario,1,2254.45,Sul,Televendas,Bruno Salles
PED-00474,2025-04-23,Mouse Ergonomico,Perifericos,1,228.35,Sudeste,Televendas,Ana Prado
PED-01097,2025-06-15,Microfone Condensador,Audio,1,733.07,Sudeste,E-commerce,Gisele Amaral
PED-00503,2025-05-18,SSD 1TB NVMe,Armazenamento,1,"491,49",NORTE,E-commerce,Carla Nunes
PED-00583,24/01/2025,Suporte Monitor,Mobiliario,1,279.40,Norte,E-commerce,Heitor Braga
PED-00763,2025-07-24,SSD 1TB NVMe,Armazenamento,2,472.06,Nordeste,E-commerce,Gisele Amaral
PED-00898,2025-04-13,Monitor 27 4K,Informatica,1,1697.54,Norte,Marketplace,Carla Nunes
PED-00253,2025-08-16,Microfone Condensador,Audio,1,662.51,Sudeste,Televendas,
PED-00620,2025-11-21,Dock Station USB-C,Perifericos,3,853.64,Sul,Televendas,Fabio Lemos
PED-00409,2025-02-18,Microfone Condensador,Audio,2,771.49,Sul,Marketplace,Ana Prado
PED-00721,2025-01-05,Mouse Ergonomico,Perifericos,1,248.16,Sul,E-commerce,Carla Nunes
PED-01044,2025-08-28,Mesa Regulavel,Mobiliario,5,2286.43,Nordeste,Marketplace,Ana Prado
PED-00147,2025-06-26,Mesa Regulavel,Mobiliario,2,1980.33,Norte,Televendas,Gisele Amaral
PED-01045,2025-05-04,HD Externo 4TB,Armazenamento,1,658.81,Sul,Televendas,Gisele Amaral
PED-00207,2025-01-22,SSD 1TB NVMe,Armazenamento,2,571.42,Centro-Oeste,Loja Fisica,Fabio Lemos
PED-00283,2025-12-19,Webcam Full HD,Perifericos,2,332.08,Sudeste,Marketplace,Elisa Rocha
PED-00470,2025-11-12,Caixa de Som Bluetooth,Audio,1,407.61,Sul,Televendas,Heitor Braga
PED-00515,2025-05-18,Suporte Monitor,Mobiliario,1,278.76,Nordeste,E-commerce,Fabio Lemos
PED-00882,2025-05-02,Dock Station USB-C,Perifericos,10,893.63,Centro-Oeste,Loja Fisica,Diego Matos
PED-01007,2025-04-22,Microfone Condensador,Audio,2,638.74,SUL,Televendas,Carla Nunes
PED-00669,2025-12-24,Notebook Pro 14,Informatica,3,4655.82,Sul,Loja Fisica,Ana Prado
PED-00589,2025-04-22,Suporte Monitor,Mobiliario,3,268.04,Sul,Loja Fisica,Elisa Rocha
PED-00827,2025-01-29,Dock Station USB-C,Perifericos,3,921.65,Norte,Televendas,Fabio Lemos
PED-00163,2025-09-08,Caixa de Som Bluetooth,Audio,1,364.45,Norte,Marketplace,Elisa Rocha
PED-00717,2025-05-03,Teclado Mecanico,Perifericos,1,364.34,Norte,Televendas,Elisa Rocha
PED-00850,2025-03-29,Notebook Pro 14,Informatica,1,4607.59,NORDESTE,Televendas,Carla Nunes
PED-00318,2025-02-05,Suporte Monitor,Mobiliario,1,292.62,Centro-Oeste,E-commerce,Elisa Rocha
PED-00695,25/01/2025,Mouse Ergonomico,Perifericos,1,255.32,CENTRO-OESTE,E-commerce,Carla Nunes
PED-00960,2025-04-07,SSD 1TB NVMe,Armazenamento,3,469.01,Sudeste,E-commerce,Diego Matos
PED-00212,2025-05-10,Notebook Pro 14,Informatica,2,4534.56,Norte,Loja Fisica,Fabio Lemos
PED-00570,2025-05-14,Caixa de Som Bluetooth,Audio,1,360.00,Nordeste,E-commerce,Diego Matos
PED-00071,2025-01-26,Dock Station USB-C,Perifericos,5,848.70,Norte,Loja Fisica,Bruno Salles
PED-01040,29/09/2025,Cadeira Ergonomica,Mobiliario,1,1286.55,Centro-Oeste,Marketplace,Diego Matos
PED-00429,2025-12-04,Dock Station USB-C,Perifericos, 5 ,761.27,Nordeste,Loja Fisica,Diego Matos
PED-00550,2025-06-22,SSD 1TB NVMe,Armazenamento,3,532.13,Centro-Oeste,Loja Fisica,Fabio Lemos
PED-00133,2025-10-24,Mouse Ergonomico,Perifericos,3,254.27,Centro-Oeste,Loja Fisica,Heitor Braga
PED-01068,2025-11-29,Teclado Mecanico,Perifericos,2,407.03,Sul,Marketplace,Fabio Lemos
PED-00873,2025-06-09,Mesa Regulavel,Mobiliario,2,2312.03,Norte,E-commerce,Fabio Lemos
PED-00722,2025-06-09,Notebook Pro 14,Informatica,1,4490.89,Centro-Oeste,Televendas,Heitor Braga
PED-01036,20/12/2025,Cadeira Ergonomica,Mobiliario,1,1412.03,Sul,Televendas,Heitor Braga
PED-00335,2025-02-07,Webcam Full HD,Perifericos,2,319.32,Sul,Loja Fisica,Heitor Braga
PED-00709,2025-08-28,Microfone Condensador,Audio,4,766.11,Norte,Televendas,Heitor Braga
PED-00012,2025-01-17,Microfone Condensador,Audio,3,645.03,Nordeste,Marketplace,Elisa Rocha
PED-00531,2025-05-22,Mesa Regulavel,Mobiliario,1,1975.74,Nordeste,Televendas,Elisa Rocha
PED-01034,2025-09-21,  SSD 1TB NVMe  ,Armazenamento,2,"513,04",centro-oeste,Televendas,Ana Prado
PED-00059,2025-04-02,Notebook Pro 14,Informatica,1,5105.55,Norte,Televendas,Ana Prado
PED-00466,2025-11-27,Notebook Pro 14,Informatica,10,4349.90,Centro-Oeste,Loja Fisica,Bruno Salles
PED-01147,2025-11-30,Caixa de Som Bluetooth,Audio,2,422.21,Centro-Oeste,Televendas,Gisele Amaral
PED-00537,2025-05-31,Microfone Condensador,Audio,2,720.28,Sudeste,Marketplace,Carla Nunes
PED-00676,2025-06-23,Webcam Full HD,Perifericos,2,330.31,Centro-Oeste,Marketplace,Ana Prado
PED-01080,2025-02-07,Suporte Monitor,Mobiliario,1,270.47,Sudeste,E-commerce,Ana Prado
PED-00239,2025-06-11,Notebook Pro 14,Informatica,3,5022.80,Nordeste,Marketplace,Heitor Braga
PED-01102,2025-02-16,SSD 1TB NVMe,Armazenamento,1,532.57,Centro-Oeste,Televendas,Carla Nunes
PED-01012,2025-08-22,Headset Studio,Perifericos, 1 ,555.25,Norte,,Heitor Braga
PED-00719,2025-11-13,Monitor 27 4K,Informatica,1,1749.51,Centro-Oeste,Televendas,Heitor Braga
PED-00072,2025-09-29,SSD 1TB NVMe,Armazenamento,1,517.67,Norte,Televendas,Heitor Braga
PED-01014,2025-12-12,Mesa Regulavel,Mobiliario,1,1952.36,Centro-Oeste,E-commerce,Gisele Amaral
PED-00192,2025-12-14,Headset Studio,Perifericos,1,543.08,Norte,Marketplace,Elisa Rocha
PED-00028,2025-06-19,Teclado Mecanico,Perifericos,1,333.86,Sudeste,Loja Fisica,Elisa Rocha
PED-00924,2025-11-18,Suporte Monitor,Mobiliario,1,290.18,Nordeste,Televendas,Gisele Amaral
PED-01095,2025-09-03,Notebook Pro 14,Informatica,1,4848.64,Centro-Oeste,Televendas,Ana Prado
PED-00802,2025-08-21,Webcam Full HD,Perifericos,1,281.29,Norte,Loja Fisica,Heitor Braga
PED-00182,2025-01-27,Microfone Condensador,Audio,2,749.04,NORDESTE,Televendas,Fabio Lemos
PED-00567,2025-03-23,Notebook Pro 14,Informatica,1,4866.93,Sudeste,Marketplace,Heitor Braga
PED-00932,2025-02-26,Suporte Monitor,Mobiliario,2,255.32,Nordeste,Loja Fisica,Bruno Salles
PED-01122,2025-11-10,  SSD 1TB NVMe  ,Armazenamento,1,523.02,Centro-Oeste,Loja Fisica,Ana Prado
PED-00974,2025-08-17,  Notebook Pro 14  ,Informatica,1,4978.88,Nordeste,E-commerce,Fabio Lemos
PED-00096,2025-10-19,Caixa de Som Bluetooth,Audio,1,419.04,Norte,Marketplace,Fabio Lemos
PED-00312,2025-02-11,Dock Station USB-C,Perifericos,1,890.84,Norte,Marketplace,Fabio Lemos
PED-00655,2025-12-24,HD Externo 4TB,Armazenamento,1,716.45,Norte,Marketplace,Diego Matos
PED-00881,2025-02-13,Dock Station USB-C,Perifericos,2,762.39,Sul,Loja Fisica,Heitor Braga
PED-00584,2025-03-10,SSD 1TB NVMe,Armazenamento,2,571.64,Centro-Oeste,E-commerce,Ana Prado
PED-00250,2025-02-28,Webcam Full HD,Perifericos,1,297.99,Sudeste,Loja Fisica,Heitor Braga
PED-01067,2025-10-22,Webcam Full HD,Perifericos,1,299.76,Sudeste,E-commerce,Carla Nunes
PED-01069,2025-05-14,SSD 1TB NVMe,Armazenamento,1,547.37,SUL,Televendas,Elisa Rocha
PED-00765,2025-11-12,Webcam Full HD,Perifericos,2,"292,55",Norte,Loja Fisica,Diego Matos
PED-00396,2025-03-14,Mouse Ergonomico,Perifericos,1,231.07,Norte,,Gisele Amaral
PED-00548,2025-06-26,Mesa Regulavel,Mobiliario,3,2050.13,Nordeste,Loja Fisica,Bruno Salles
PED-00066,2025-09-19,SSD 1TB NVMe,Armazenamento,1,540.83,Centro-Oeste,Loja Fisica,Bruno Salles
PED-00725,2025-08-15,Dock Station USB-C,Perifericos,2,824.99,Sul,E-commerce,Diego Matos
PED-00210,2025-07-10,HD Externo 4TB,Armazenamento,2,616.34,Nordeste,Marketplace,Gisele Amaral
PED-00391,2025-10-31,Suporte Monitor,Mobiliario,2,248.16,Centro-Oeste,Marketplace,Ana Prado
PED-01064,2025-02-21,Suporte Monitor,Mobiliario,1,288.40,Sul,Televendas,Bruno Salles
PED-00588,2025-07-31,Mouse Ergonomico,Perifericos,1,219.08,Norte,Televendas,Fabio Lemos
PED-00623,24/03/2025,Caixa de Som Bluetooth,Audio,2,399.10,Sul,Loja Fisica,Elisa Rocha
PED-01127,2025-08-02,Caixa de Som Bluetooth,Audio,1,415.76,Nordeste,Marketplace,Carla Nunes
PED-00995,2025-03-15,Notebook Pro 14,Informatica,2,4500.39,Sudeste,Loja Fisica,Elisa Rocha
PED-00735,2025-12-23,Suporte Monitor,Mobiliario,1,253.60,Centro-Oeste,Loja Fisica,Carla Nunes
PED-00339,2025-09-12,Mouse Ergonomico,Perifericos,1,238.05,Centro-Oeste,E-commerce,Heitor Braga
PED-00158,2025-07-10,Cadeira Ergonomica,Mobiliario,1,1456.79,Sudeste,Loja Fisica,Heitor Braga
PED-00755,2025-03-12,Notebook Pro 14,Informatica,1,4504.33,Nordeste,Televendas,Diego Matos
PED-00033,2025-05-08,Monitor 27 4K,Informatica,1,1621.22,Sudeste,Marketplace,
PED-00582,2025-07-21,Mouse Ergonomico,Perifericos,2,221.79,Sul,Marketplace,Diego Matos
PED-00024,2025-05-16,Mesa Regulavel,Mobiliario,1,2198.31,Norte,Marketplace,Diego Matos
PED-01134,2025-08-23,Suporte Monitor,Mobiliario,1,289.95,Sudeste,E-commerce,Bruno Salles
PED-00334,02/10/2025,Caixa de Som Bluetooth,Audio,1,387.25,Sul,E-commerce,Elisa Rocha
PED-00796,2025-11-01,Webcam Full HD,Perifericos,2,328.50,Norte,E-commerce,Bruno Salles
PED-00551,2025-03-26,Caixa de Som Bluetooth,Audio,1,419.01,Centro-Oeste,E-commerce,Diego Matos
PED-00708,2025-03-29,SSD 1TB NVMe,Armazenamento,2,481.06,Sudeste,E-commerce,Fabio Lemos
PED-00793,2025-12-10,Caixa de Som Bluetooth,Audio,1,390.76,Sul,Loja Fisica,
PED-01076,2025-04-21,Monitor 27 4K,Informatica,1,1595.46,Nordeste,Loja Fisica,Gisele Amaral
PED-00876,2025-11-19,Suporte Monitor,Mobiliario,3,251.68,Centro-Oeste,Loja Fisica,Ana Prado
PED-00430,2025-05-03,Suporte Monitor,Mobiliario,1,273.21,Centro-Oeste,Marketplace,Bruno Salles
PED-00231,2025-03-04,Notebook Pro 14,Informatica,3,4388.91,Sudeste,Loja Fisica,Gisele Amaral
PED-01005,2025-03-16,Monitor 27 4K,Informatica,2,1531.97,Nordeste,Televendas,Fabio Lemos
PED-00364,2025-07-19,Webcam Full HD,Perifericos,2,321.36,Nordeste,Televendas,Bruno Salles
PED-00562,2025-03-31,Mouse Ergonomico,Perifericos, 1 ,214.92,Sudeste,Televendas,Fabio Lemos
PED-00956,2025-12-21,SSD 1TB NVMe,Armazenamento,2,554.48,Sudeste,Loja Fisica,Heitor Braga
PED-00010,2025-12-16,Teclado Mecanico,Perifericos,2,386.14,Sudeste,Loja Fisica,Diego Matos
PED-00981,2025-03-15,Monitor 27 4K,Informatica,3,1735.56,Sul,Televendas,Heitor Braga
PED-00132,2025-06-24,Mouse Ergonomico,Perifericos,3,255.12,Norte,Televendas,Ana Prado
